"","Spot","shannonH","Abundance","Richness","max(maxH)","mean(maxH)","sd(maxH)","cv(maxH)","median(maxH)","iqr(maxH)","mean(sdH)","sd(sdH)","mean(cvH)","sd(cvH)","cover_ground_maxH","cover_grass_maxH","cover_shrub_maxH","cover_tree_maxH","cover_woody_maxH","mean(sdH)_grass","sd(sdH)_grass","mean(cvH)_grass","sd(cvH)_grass","mean(sdH)_shrub","sd(sdH)_shrub","mean(cvH)_shrub","sd(cvH)_shrub","mean(sdH)_tree","sd(sdH)_tree","mean(cvH)_tree","sd(cvH)_tree","mean(sdH)_woody","sd(sdH)_woody","mean(cvH)_woody","sd(cvH)_woody","mean(coverG)","sd(coverG)","cv(coverG)","median(coverG)","iqr(coverG)","max(coverG)","mean(nlayers)","sd(nlayers)","cv(nlayers)","median(nlayers)","iqr(nlayers)","max(nlayers)","propMultiLayer","mean(gapsize)","sd(gapsize)","cv(gapsize)","median(gapsize)","iqr(gapsize)","max(gapsize)","mean(maxpeakh)","sd(maxpeakh)","cv(maxpeakh)","median(maxpeakh)","iqr(maxpeakh)","max(maxpeakh)","mean(ptoh)","sd(ptoh)","cv(ptoh)","median(ptoh)","iqr(ptoh)","max(ptoh)","mean(cscore)","sd(cscore)","cv(cscore)","median(cscore)","iqr(cscore)","max(cscore)","mean(FHD)","sd(FHD)","cv(FHD)","median(FHD)","iqr(FHD)","max(FHD)","mean(VDR)","sd(VDR)","cv(VDR)","median(VDR)","iqr(VDR)","max(VDR)","mean(VDRpeak)","sd(VDRpeak)","cv(VDRpeak)","median(VDRpeak)","iqr(VDRpeak)","max(VDRpeak)","mean(meanpeakh)","sd(meanpeakh)","cv(meanpeakh)","median(meanpeakh)","iqr(meanpeakh)","max(meanpeakh)","mean(stdpeakh)","sd(stdpeakh)","cv(stdpeakh)","median(stdpeakh)","iqr(stdpeakh)","max(stdpeakh)","mean(cvpeakh)","sd(cvpeakh)","cv(cvpeakh)","median(cvpeakh)","iqr(cvpeakh)","max(cvpeakh)","mean(herbh)","sd(herbh)","cv(herbh)","median(herbh)","iqr(herbh)","max(herbh)","25thPerc_plot","50thPerc_plot","75thPerc_plot","98thPerc_plot","100thPerc_plot","meanH_plot","stdH_plot","Cover0p0m_plot","Cover0p05m_plot","Cover0p5m_plot","Cover1p0m_plot","Cover3p0m_plot","nlayers_plot","gapsize_plot","maxpeakh_plot","ptoh_plot","cscore_plot","FHD_plot","VDR_plot","VDRpeak_plot","meanpeakh_plot","stdpeakh_plot","cvpeakh_plot","herbh_plot","Treatment","Soil","Treatment_f","Soil_f","nlayers_plot_f","Transect_f"
"12","2B",3.63300371525686,178,52,5.46011434555054,1.11370898753981,1.15202839183949,1.03440701720863,0.69696524977684,1.92050607938319,0.297180925064247,0.335459646114601,0.447940560893712,0.311393390759213,0.161312788369461,0.302428832593366,0.450509271350222,0.0857491076869505,0.447201183947071,0.0347247889964815,0.0363418128770077,0.284276331845167,0.214284099637303,0.461777033175067,0.231069081757511,0.561505869788454,0.330443213934209,0.91714438838402,0.302328285332397,0.428518284938745,0.223970118982166,0.598091104427555,0.28189266848416,0.503600706081649,0.308546135246676,0.414748699417409,0.342389078515377,0.82553382083253,0.394230769230769,0.691419691419692,1,0.672064072429703,0.612801634462877,0.91182025583874,1,1,2,0.0775659441107339,0.201588752502829,0.712517481730302,3.53451009981473,0,0,4.95,0.749612605554105,1.06237625936055,1.41723371710813,0.05,1.5,5.5,0.371718502602187,0.422022719290811,1.13532879406452,0.167895395220092,0.787742789330073,3.78736233260772,0.112056019848524,0.0617206246712838,0.550801507627317,0.09375,0.09375,0.375,0.777775289218846,0.552346431542823,0.710161969914946,0.691192782003201,1.00253185805497,2.13283266799446,0.74526770579039,0.306306839196163,0.411002431497164,0.9230135679245,0.547044063607852,1.05326366424561,0.0356542785803037,0.123632207452414,3.46752794826458,0,0,0.495,0.64881822930269,0.902359702301509,1.39077427474766,0.05,1.025,4.5,0.100794376251415,0.356258740865151,3.53451009981473,0,0,2.475,0.0932959108577186,0.330790374474577,3.54560421173283,0,0,3,0.70679929374839,0.94422917341903,1.33592263287569,0.18427271516005,1.18593373110204,5.44232358388719,0.212614551186562,1.16928231716156,2.07255792617798,3.36377956390381,5.56045246124268,1.2707735,1.0277636,0.593392613328983,0.434665916721789,0.282194962774679,0.227903531896978,0.0258244384716013,1,0,0.05,0.0149078991063487,0.4375,1.61694061174457,0.99208206,0,0.05,0,0,0.894676381979918,"Inside","Black","Inside","Black","1","2"
"13","2C",3.14698297012525,240,46,2.66370453834534,0.0591091608451156,0.14361962328641,2.42973544596138,0,0.0780423159028093,0.0114929133051888,0.0444817856489324,0.19866846898447,0.201702196935752,0.587497823437228,0.400139300017412,0.0123628765453596,0,0.00531081316385164,0.0188148282081724,0.0232588093083447,0.183592586360488,0.174005611210099,0.320666561821397,0.197323023386915,0.686617458701506,0.363359647955388,NA,NA,NA,NA,0.476783305650852,0.189248678005084,0.6741029276538,0.391774134751017,0.0584552084382933,0.127551616809173,2.18204023588111,0,0.0512820512820513,1,0.0759185094898137,0.264867682827971,3.48884197816752,0,0,1,0,0,0,NA,0,0,0,0.00949851993731499,0.0718942910729134,7.56899933330416,0,0,2,0.0296030613264517,0.160396499353167,5.41824028212398,0,0,6.66374308318371,0.0478816602820825,0.0330066066369355,0.689337137486159,0.0625,0.03125,0.21875,0.180874750646463,0.238445074860914,1.3182883404604,0.0926723644610774,0.278769371768587,1.71617732242548,0.763668339694966,0.41469153631611,0.54302570207605,1,0.182467957337697,1,0,0,NA,0,0,0,0.00949851993731499,0.0718942910729134,7.56899933330416,0,0,2,0,0,NA,0,0,0,0,0,NA,0,0,0,0.0293206606857243,0.160473036122601,5.47303615844962,0,0,3.32283656227028,0.0646834596991539,0.0888526141643524,0.141480684280396,1.3604377746582,2.76972389221191,0.16194348,0.25743276,0.235208135306313,0.0577353602529483,0.00248458815313285,0.00135069502687685,0,1,0,0.05,0.282493051504638,0.25,0.327664289827514,1,0,0.05,0,0,0.473503123853785,"Inside","Black","Inside","Black","1","2"
"14","2D",3.04419983980112,181,38,5.48912271499634,0.224020878800294,0.535366595397182,2.38980669241298,0.131558220088482,0.146710043493658,0.056291263209682,0.165698219245826,0.329607974439328,0.218324225162616,0.213887922032718,0.729115906717717,0.0430734423947094,0.0139227288548555,0.032457361642882,0.0337556503341725,0.0254800297695595,0.300513849974225,0.173769762507284,0.34776280681518,0.210511256045947,0.751820107000179,0.341012049576482,1.19948758301325,0.394862917564831,0.547012119911056,0.327298173433715,0.802171354149606,0.463685865489036,0.597516672206768,0.351462833322004,0.190579308473473,0.195789780114883,1.02734017498093,0.129032258064516,0.288905982583309,1,0.329707622694048,0.485406398319064,1.47223286605508,0,1,3,0.00678733031674208,0.020109641489732,0.25321164733127,12.5915545267458,0,0,4.95,0.082457361642882,0.441440562966716,5.35356157620673,0,0.05,5,0.113619760787378,0.271936713710923,2.39339276747652,0,0.190722294674879,4.39931078264349,0.0706197789766794,0.0387610067951765,0.548868990484613,0.0625,0.03125,0.40625,0.449193348550333,0.346956177575122,0.772398297291896,0.46341355882643,0.543836108864731,2.44520846407582,0.865010114233835,0.287948444896125,0.332884483265458,1,0.117914800842603,1.16934490203857,0.00281923518914469,0.0347845014292251,12.3382758427395,0,0,0.5,0.0721719457013575,0.366357035966446,5.07616958925295,0,0.05,5,0.0101943467748482,0.128161333978981,12.571804433334,0,0,2.475,0.0105627651500885,0.142768402551487,13.5161958561855,0,0,6,0.133107676846123,0.348241375213202,2.61623809733965,0,0.105640731356782,5.80166852848962,0.0739994794130325,0.109627321362495,0.177717357873917,3.56261403083801,5.55857467651367,0.3490899,0.7699737,0.35880367952343,0.198065108179336,0.0144022687457316,0.0107248902322659,0.00360708890287914,2,3.45,3.5,1.66085158073858,0.4375,0.732433916484072,1,0.492857142857143,1.775,1.725,1.02898550724638,0.680280147089517,"Inside","Black","Inside","Black","2","2"
"15","2E",3.44078014218631,175,42,1.57183822154999,0.035585324814266,0.0950538007106351,2.67115169544633,0,0.0570740392059088,0.00596464704403439,0.0271275655895565,0.152612535589521,0.195060648070099,0.705406111256203,0.284843736397667,0.0097501523461304,0,0.00156698876991381,0.013324765828661,0.0217569896839478,0.135167815585882,0.162617707259994,0.222475596459325,0.103022660312313,0.66224756998155,0.329297649892452,NA,NA,NA,NA,0.242345851671416,0.159575351875036,0.305021121646006,0.25486006100122,0.026285673343531,0.07081040443266,2.69387827761645,0,0.0212765957446809,1,0.0251588752502829,0.156607491029081,6.22474134758149,0,0,1,0,0,0,NA,0,0,0,0.00250282928527901,0.0334340044064835,13.3584837779922,0,0,1.5,0.00934802259409375,0.0874757044899993,9.35766934766161,0,0,2.93673806417417,0.0333121136937407,0.0319374915647484,0.958735067320252,0.03125,0.0625,0.1875,0.0944787294209696,0.163594090609815,1.73154414345358,0,0.138361107640013,1.36199623751396,0.598209576173557,0.488628047388037,0.816817494821034,1,1,1,0,0,NA,0,0,0,0.00250282928527901,0.0334340044064835,13.3584837779922,0,0,1.5,0,0,NA,0,0,0,0,0,NA,0,0,0,0.00701938739064851,0.0771631540859805,10.9928615976916,0,0,3.18554133543964,0.0603913739323616,0.0758964866399765,0.109976127743721,0.631800343990325,1.57654845714569,0.1149908,0.13573614,0.127518204102883,0.0260289747131091,0.00064988828067942,0.00014010108971531,0,1,0,0.05,0.571680796896074,0.1875,0.170395610466945,1,0,0.05,0,0,0.463095143782973,"Inside","Black","Inside","Black","1","2"
"16","3A",3.46496666523779,171,46,7.10788130760193,1.04525888465945,1.46589636022462,1.4024242048918,0.261113124191761,1.27162165338794,0.303359591972296,0.460689848723024,0.511102353855606,0.321136873500105,0.0075744384468048,0.637819954727494,0.22801671600209,0.126588890823611,0.290701723837715,0.0457895632163115,0.0281494711001662,0.398121904537114,0.163146885911523,0.489349990490712,0.268572135614844,0.799158151855359,0.437724941871915,1.28426843753502,0.42235992930226,0.561498940338355,0.336092786556796,0.897165258774017,0.474068078790656,0.677505720376921,0.419393707517271,0.463372556608476,0.247702727980144,0.53456495091797,0.434782608695652,0.394260082601227,1,0.928260491032561,0.52109318018824,0.561365247387181,1,0,3,0.0972488246561031,0.320011318126415,1.02743545779339,3.21062224864033,0,0,6.45,0.719262580532822,1.31787413614896,1.83225733107469,0.05,0.45,6.5,0.448231582323668,0.507542535626559,1.13232212017595,0.281688530080588,0.617650430849333,7.50224579298102,0.107671839630855,0.0745166639717244,0.692071986762735,0.0625,0.0625,0.53125,0.840678839770801,0.464564768497079,0.552606710814484,0.677574959629071,0.440527986342487,2.55894253057824,0.741445194444149,0.221287555410251,0.298454365971239,0.803640723228455,0.256840005517006,1,0.0438115800198988,0.135072156675976,3.08302409122491,0,0,0.666666666666667,0.556436821637936,0.968443414144218,1.74043732636796,0.05,0.45,6.5,0.161613637036825,0.518823786125985,3.21027232378768,0,0,3.225,0.126382794170237,0.422118419032218,3.3399991019634,0,0,7,0.621691398614343,0.784131214079983,1.26128689543991,0.3332147579505,0.753747839547054,6.02273040179732,0.090487252920866,0.233578220009804,2.02011448144913,5.10995407104492,7.17106676101685,1.1532933,1.4838076,0.71583402973769,0.492734321484105,0.178441575886251,0.150884037023921,0.0600097100082957,2,2.45,2.5,0.481968557093082,0.53125,1.60922161792954,0.99174696,0.49,1.275,1.225,1.04081632653061,0.951586912871279,"Inside","Black","Inside","Black","2","3"
"17","3B",3.3496073903256,179,42,10.563342590332,0.81451477544314,2.13806600957626,2.62495669082618,0.170185834169388,0.126984112709761,0.261996578886167,0.765693136033116,0.375149889168598,0.282017509075292,0.0254156149360258,0.815562712159457,0.0902602489337627,0.0687614239707546,0.111062755679345,0.0340621724958315,0.0269722033747003,0.308560663221692,0.197698020567615,0.365259301962767,0.204283075934655,0.810936738835631,0.365002019950512,2.92676233215423,0.840482630564377,0.592909489191124,0.373517841697026,2.01479754531552,1.3418471730696,0.661685724411748,0.388040828272961,0.261390672560432,0.220045889590152,0.841827626956652,0.19047619047619,0.248106060606061,1,0.50047871877448,0.620973222991076,1.24075849720773,0,1,4,0.0512664287579424,0.376764731482287,1.68839110848571,4.48128757127334,0,0,9.95,0.616655061363043,2.07019077344454,3.35712929829624,0,0.05,10,0.201060948385598,0.340874800465731,1.69538044658974,0,0.271687229067752,7.47082216615207,0.081610671076682,0.0519423180956544,0.636464783469909,0.0625,0,0.6875,0.563378338478906,0.378482443373289,0.671808654189959,0.494917678512226,0.306649678058361,2.88782972313362,0.841058692357353,0.199680456205073,0.237415602525195,0.879304468631744,0.19964063167572,1,0.0237631508893849,0.104207881392099,4.38527204902986,0,0,0.85,0.419020729973598,1.39524508937294,3.32977580717988,0,0.05,10,0.194352849770131,0.864138627934582,4.44623595155222,0,0,4.975,0.0627795587414096,0.324241375513973,5.16476034579234,0,0,9.66666666666667,0.27883824498086,0.83771671810776,3.00431068257966,0,0.172748839106306,7.70789354049559,0.0744804851710796,0.156298488378525,1.14778536558151,9.38267280578613,10.7104740142822,1.6740805,2.9994977,0.586018804179694,0.267894583352518,0.0593192907416777,0.0506403073884763,0.0333553903552835,3,7.95,9.5,1.03791928212995,0.75,1.03242832750929,0.99769163,0.157894736842105,5.85,4.14668542332307,1.41076532285199,0.76511392303075,"Inside","Black","Inside","Black","3","3"
"18","3C",3.46955043302486,187,42,7.81433292388916,0.45563600515403,0.784261587091131,1.72124585901855,0.183189597576857,0.115699605941773,0.111397189825493,0.229280016219169,0.356518856674297,0.252022450514502,0.0114012184508268,0.831853785900783,0.134812880765883,0.0219321148825065,0.112358572671889,0.0402170544072619,0.0265033874406509,0.30721917818511,0.188377790446662,0.402568442638773,0.223374759309392,0.645962678508211,0.348117685581529,1.07928804532876,0.637965479659941,0.447224598654121,0.395917140346859,0.623032398775832,0.398935321949843,0.585286013030557,0.394167294527198,0.343880317584493,0.244999419882139,0.712455489174492,0.25974025974026,0.306951871657754,1,0.624456048738033,0.52047108693266,0.833479134335368,1,1,3,0.0164490861618799,0.0537946040034813,0.443595715552879,8.24610058518457,0,0,7.45,0.247219321148825,0.707186082076892,2.86056154021703,0.05,0.05,7.5,0.273401958162109,0.415278976060136,1.51893197419568,0.189717793624954,0.303815122118957,4.45926487930245,0.0770316579634465,0.0377246535025833,0.489729216531788,0.0625,0,0.4375,0.613000391782476,0.299352924107746,0.488340510252026,0.567656697104666,0.224903373584598,2.42855057150309,0.815703396091612,0.185779262768196,0.227753450161351,0.85064110159874,0.149689331650734,1,0.00769213817320867,0.0598712063631363,7.78342835437677,0,0,0.733333333333333,0.219128952712504,0.574832332743211,2.62326053051232,0.05,0.05,6,0.0275832362952503,0.228685609456926,8.29074612598321,0,0,3.725,0.019372836738932,0.154540103603856,7.97715407848814,0,0,3.66666666666667,0.33203970160454,0.58123427491816,1.75049631748679,0.084103784382547,0.446116384607608,4.39309553827536,0.109412468969822,0.160675853490829,0.458790183067322,3.47051233291626,7.96762084960938,0.579082,0.93844485,0.646416298920457,0.35322060988509,0.0754585490407362,0.0606646100508684,0.00926137820888227,3,5.95,8,2.56880154233859,0.5625,1.05481548549974,0.9959324,0.25,4.68333333333333,3.37647087290199,1.38704982498727,0.856751693355999,"Inside","Black","Inside","Black","3","3"
"19","3D",3.45079870189673,155,42,10.0113028717041,0.952848436695193,2.09339713682878,2.196988583084,0.155345871150494,0.137046430706978,0.253522488536112,0.625209050890892,0.330228570375316,0.294545479372711,0.0100966141526678,0.805204978675255,0.072504134389416,0.112194272782662,0.151536252067195,0.0275739683115768,0.0216445595254221,0.248081753320053,0.142335947119303,0.41883753486076,0.284919695498813,0.957861276973934,0.434025964021237,1.79111049139021,0.821077746258385,0.514186801548001,0.401860205756307,1.48431194105251,0.885980304230444,0.625392417262098,0.469596037348524,0.70843553527888,0.226265660704727,0.319387791036846,0.782608695652174,0.240853658536585,1,1.03838454173557,0.46254737646183,0.445449019963953,1,0,4,0.0877360953955958,0.416837844895117,1.44069795692586,3.45625517109264,0,0,9.45,1.03163895900426,1.90564597265727,1.84720241129377,0.5,0,10,2.04910813990737,1.47524759146968,0.719946186703632,2.25597428139061,2.83688176928192,8.71880947714645,0.0925205631473584,0.0746191277558205,0.806513981513212,0.0625,0,0.59375,0.651190379019251,0.451422855178013,0.693227157099425,0.533163840737299,0.29023363747292,2.60319860109672,0.490385517274483,0.256029181393409,0.522097762626425,0.44210085272789,0.377287079890569,1,0.0386377400129419,0.127518219448264,3.30035399082739,0,0,0.736842105263158,0.794899831723098,1.2536002900392,1.57705441617943,0.5,0,10,0.223993082792982,0.771249112385009,3.44318272139596,0,0,4.725,0.12707016240501,0.463867962110728,3.65048689111016,0,0,11,0.960090156573636,0.655073836530017,0.682304502389484,1.01459413268107,0.410429865716073,7.91322298802898,0.0890321955084801,0.115001820027828,0.17342646420002,8.66083564758301,10.1176662445068,1.0401212,2.1916113,0.820413705544948,0.728013130491893,0.104332587076925,0.0982035531762898,0.0738983099753393,5,3,9.5,1.04702048758355,0.71875,1.38438858933588,0.99028856,0.368421052631579,5.3,3.20312347560939,1.65463493379433,0.995704653103725,"Inside","Black","Inside","Black","5","3"
"20","3E",3.3206423375774,187,41,7.36115911483765,0.379370636587936,0.977858385996534,2.57758058133176,0.142517590522766,0.0655098170042038,0.0964370846864355,0.292970630014271,0.333299549462895,0.2081499267327,0.00583065007397093,0.926899312505439,0.0274127578104604,0.0398572796101297,0.0509094073622835,0.0317737788143072,0.0218568449058499,0.306763274370622,0.13282636451083,0.422577790371955,0.345821032901113,0.93846668278993,0.559382020633214,1.39000877295519,0.463715809619124,0.534195224156741,0.382860085963677,1.25644953640608,0.500344343850021,0.670270587061645,0.522321558457784,0.575708727909349,0.229365207853833,0.39840495155729,0.618181818181818,0.346447512007284,1,0.939778957444957,0.356976912076923,0.37985199524733,1,0,3,0.0324601862327039,0.126655643547124,0.718321670137661,5.67145410990234,0,0,6.45,0.428204681924985,0.882155100292404,2.06012483639061,0.05,0.45,6.5,1.55445383757361,1.53246213679618,0.985852458113676,0.593941832365023,2.93197574290398,6.41835510392202,0.0741341049517013,0.0445154316987045,0.600471695553706,0.0625,0,0.5,0.632145883549785,0.274636184210488,0.434450640836703,0.622486920657049,0.162552905481722,2.38126679274221,0.62066657254256,0.217390082936059,0.350252603496143,0.60886538028717,0.294745787978172,1.35212576389313,0.0149681131871542,0.0824185496015699,5.50627514443855,0,0,0.692307692307692,0.363008731471006,0.601365698943644,1.65661497040788,0.05,0.45,6.5,0.0643120715719042,0.36443963313263,5.66673758479646,0,0,3.225,0.0400414275073787,0.230083448302709,5.74613500630841,0,0,3.8,0.656610743848709,0.438103061646982,0.667218844271494,0.708844522926438,0.664733902029688,4.85750295568754,0.0686941891908646,0.0897154808044434,0.13161038979888,4.9485373210907,7.5217490196228,0.3925221,1.0735046,0.742440675050158,0.595096610102502,0.0341471551690067,0.0316354203719334,0.0245595237264928,3,3,5,0.970888647737894,0.5625,0.985867485058226,0.9915683,0.3,3,1.87082869338697,1.60356745147455,0.968445176395545,"Inside","Black","Inside","Black","3","3"
"21","4A",3.30381101794818,212,47,7.32338015556335,1.33676642249628,1.85913266983165,1.39076852810225,0.270139363408089,1.91135589949787,0.415362267683283,0.629078306531668,0.472906140409479,0.362236382238553,0.0587774294670846,0.528213166144201,0.205067920585162,0.207854406130268,0.311912225705329,0.0355603978923241,0.0343268429755347,0.30096339130586,0.199740106160241,0.404615804291629,0.271574712437867,0.76584230317219,0.395293556136849,1.50859879643298,0.466217599350773,0.620849187228232,0.396101020705304,1.20679983282165,0.589161152817076,0.692125018501921,0.433329736919905,0.4203348312687,0.306573076757079,0.729354443056139,0.384615384615385,0.555033251772382,1,0.814959944270289,0.683295095495529,0.838440097945364,1,1,3,0.150557297109021,0.599860675722745,1.46822818037416,2.44761532101627,0,0,6.45,1.06972309299896,1.75940047991194,1.64472515497397,0.05,1,6.5,0.442583854273351,0.511829829057884,1.15645842955167,0.283640070692684,0.849693476409706,5.2620366912324,0.110297479101358,0.0724375216770902,0.656746847410024,0.09375,0.0625,0.4375,0.780859491417407,0.526004701442662,0.673622728831616,0.658109987543114,0.636606414592913,2.40225797089123,0.753663897138862,0.258959470646762,0.343600737185171,0.843779504299164,0.337342098355293,1,0.0704250005615373,0.168103441772494,2.38698530965016,0,0,0.6,0.765756704980843,1.25205860389674,1.63506058223553,0.05,1,6.5,0.30235870137255,0.739141057947934,2.44458338586792,0,0,3.225,0.175287787188996,0.429176965765057,2.44841339289837,0,0,5,0.614331358397985,0.847655876420887,1.37980238975811,0.209058232618804,0.944902310344816,5.29743784074638,0.103931257501245,0.362735882401466,3.12003242969513,5.29022607803345,7.32580375671387,1.5257269,1.7935659,0.705028614216577,0.432828530486522,0.175334500126639,0.147009720693211,0.0972690188599258,3,2.5,4.5,0.851474619437537,0.53125,1.60545232596967,0.9934998,0.555555555555556,2.18333333333333,1.82132430451642,1.19876143305134,0.895689729744471,"Inside","Red","Inside","Red","3","4"
"22","4B",3.53899833747212,163,49,7.17028891563416,0.999101661921334,1.62659895431879,1.62806150396221,0.185984777510166,0.705086842551828,0.295875444758797,0.523787842756055,0.444488799120211,0.3506967930797,0.0504267549207455,0.619317192126807,0.186901236718342,0.143354816234106,0.225309179585438,0.033725056552644,0.0317660396506362,0.29984088355212,0.187913111873038,0.376639429328812,0.26580993560133,0.798045538730374,0.408040047253579,1.42719001472358,0.4486274672294,0.60843689413922,0.405953956256782,1.12817277778466,0.554774535409924,0.721359638137761,0.469740030255349,0.401904334160239,0.297750264886909,0.740848603957069,0.342857142857143,0.513285024154589,1,0.7411600766417,0.636431529801117,0.858696454192294,1,1,3,0.0980665389304999,0.368711896882076,1.15962108609346,3.14506012933001,0,0,6.45,0.765506880334437,1.51337060406898,1.97695232132703,0.05,0.5,7,0.418163830950585,0.529473834877841,1.26618754585786,0.255506818537443,0.750372327719957,4.85827116750048,0.10290291325553,0.0678867154966324,0.659716166908267,0.09375,0.03125,0.5,0.72346161386934,0.466400124519547,0.644678467493343,0.640906737621696,0.392341600256801,2.46184933672075,0.765886599952321,0.227425402554279,0.296943963464613,0.82679557800293,0.271235053737958,1.04971420764923,0.0450261970963049,0.137722767392869,3.05872528160214,0,0,0.636363636363636,0.576645328920629,1.125780257088,1.95229233746721,0.05,0.5,6.5,0.18682249107106,0.586312409660838,3.13833953449334,0,0,3.225,0.121530781946477,0.391642718506285,3.22258042146694,0,0,5,0.544718670875062,0.76868699502128,1.41116329606698,0.170181775882,0.871699620028347,5.75323930606436,0.0892084687948227,0.222148343920708,2.21361589431763,5.46024568557739,7.4194483757019,1.2625269,1.7292652,0.716140246771213,0.421218437581526,0.135660993449475,0.107288043688519,0.0697898688271279,3,2.45,4.5,0.829899882617405,0.53125,1.48177620826564,0.9942374,0.444444444444444,2.35,1.81979852364669,1.29135174551677,0.896030762262805,"Inside","Red","Inside","Red","3","4"
"23","4C",3.59810756489857,152,50,8.47240493774414,0.868994786666018,1.60986878379211,1.85256437494698,0.139004759937525,0.717672042455524,0.244940389594485,0.504453317020775,0.420867230256953,0.343081337781265,0.232303003918154,0.467653461036134,0.204266434479756,0.095690030474532,0.225076186329996,0.0325093970761134,0.0331838848416644,0.278366083149962,0.200223764498863,0.415049078066826,0.259169966687909,0.699236493508597,0.373850925969514,1.51463359896495,0.685760659420825,0.523068658394617,0.418129780253132,0.952233663570799,0.685742778762378,0.613278866210641,0.42418136906964,0.292098155332922,0.300836925731717,1.02991723925417,0.181818181818182,0.502125075895568,1,0.53365259033522,0.625272654421284,1.17168484843016,0,1,3,0.0564214192424902,0.223343491510666,0.983322914329981,4.40273816657434,0,0,7.95,0.641497605572486,1.55479603308606,2.42369732884432,0,0.5,8,0.301322203415053,0.480402099933232,1.59431364329799,0,0.459170229683765,4.44518908270636,0.0890427731824118,0.0555809078182683,0.624204591027348,0.0625,0.03125,0.4375,0.570206720758902,0.47572086055098,0.834295428713698,0.516545515888751,0.5881680341558,2.41479837817322,0.810902543746391,0.222717289893513,0.274653583973918,0.87952584028244,0.271213471889496,1,0.0250054488314837,0.104807227944438,4.19137559380568,0,0,0.6875,0.520163982005514,1.24447676662998,2.39247008574459,0,0.5,8,0.117031766106516,0.512968145782998,4.38315307756804,0,0,3.975,0.0833062720778069,0.404180000167056,4.85173553066398,0,0,11,0.48611019644441,0.877865171014814,1.80589746406441,0,0.650461197794097,6.02241276581448,0.0956171005964279,0.285668149590492,2.02667278051376,6.29509502410889,8.52820205688477,1.3546691,1.8758868,0.652998724346232,0.304951600195094,0.110799909953854,0.0876496079240604,0.0400717867907309,3,5.45,7.5,1.23806254948821,0.625,1.30712239886384,0.99758446,0.266666666666667,4.35,3.14827995366782,1.38170685708307,0.776789348873604,"Inside","Red","Inside","Red","3","4"
"24","4D",3.57833611556719,141,49,5.49935094833374,0.399487398554602,0.735246689112202,1.84047529852611,0.117290729284287,0.316674072369933,0.108744958739182,0.225584216721706,0.371548238014839,0.308115609400167,0.157821350762527,0.637995642701525,0.17917211328976,0.0250108932461874,0.103267973856209,0.031426604544663,0.0347828730733636,0.26466704845794,0.204896237881578,0.348914469432825,0.230817242211095,0.732540900248827,0.334136529714441,1.04671108190502,0.31938980139665,0.511883691648911,0.285175837813387,0.660523096503462,0.336313488035507,0.713034756224813,0.392474017019584,0.268215212879096,0.281779858407041,1.05057373659882,0.16,0.394781144781145,1,0.442527233115468,0.531602314235169,1.20128723037585,0,1,3,0.0172549019607843,0.0473159041394335,0.367747939849292,7.77218456537549,0,0,4.45,0.200949891067538,0.593484936656453,2.95339765303474,0,0.05,5,0.208658789482692,0.368208083589113,1.76464209584449,0,0.302803486932971,6.97506416523252,0.0769635076252723,0.0397141563981349,0.516012817288671,0.0625,0.03125,0.40625,0.49201741316524,0.377108215784287,0.766452986609313,0.459693019968502,0.470333909860268,2.15642665509786,0.884574217970335,0.196032780859385,0.22161258702428,1,0.163810431957245,1,0.0075114033267628,0.0574325846460851,7.64605256137096,0,0,0.666666666666667,0.176975308641975,0.486292404782141,2.74779803190467,0,0.05,5,0.0237752534328312,0.18484720239153,7.77477316545759,0,0,2.225,0.0240628127666735,0.19690803472068,8.18308468881052,0,0,7,0.305569791972749,0.576950509379541,1.88811369623537,0,0.373474864226564,5.06940645782714,0.0844707116484642,0.178100056946278,0.574266090989113,3.74938927173614,5.68110322952271,0.6144067,0.9524837,0.5197285260814,0.288728383948452,0.0655692424314204,0.0393485573506421,0.0119788063991409,1,0,0.05,0.0144658952120369,0.4375,1.00431286054454,0.99793017,0,0.05,0,0,0.806062756565338,"Inside","Red","Inside","Red","1","4"
